13.0,0,11280,0.8,0.8,0.01,0.75,evacuation_point0;map(['pedestrian'::113,'bicycle'::371,'motorbike'::1438,'car'::4])|evacuation_point1;map(['motorbike'::1673,'bicycle'::472,'pedestrian'::131,'car'::55])|evacuation_point2;map(['motorbike'::2744,'pedestrian'::231,'bicycle'::708,'car'::34])|evacuation_point3;map(['bicycle'::388,'motorbike'::1366,'car'::29,'pedestrian'::117])|evacuation_point4;map(['motorbike'::35,'bicycle'::9])|evacuation_point5;map(['pedestrian'::16,'motorbike'::166,'bicycle'::49,'car'::1])|
14.0,0,10440,0.8,0.8,0.01,0.75,evacuation_point0;map(['motorbike'::1365,'bicycle'::377,'pedestrian'::116,'car'::4])|evacuation_point1;map(['motorbike'::1719,'pedestrian'::158,'bicycle'::473,'car'::55])|evacuation_point2;map(['bicycle'::672,'motorbike'::2632,'car'::34,'pedestrian'::195])|evacuation_point3;map(['motorbike'::1563,'car'::29,'bicycle'::431,'pedestrian'::125])|evacuation_point4;map(['motorbike'::38,'bicycle'::9,'pedestrian'::1])|evacuation_point5;map(['motorbike'::105,'bicycle'::35,'pedestrian'::13,'car'::1])|
15.0,0,11760,0.8,0.8,0.01,0.75,evacuation_point0;map(['motorbike'::1111,'bicycle'::298,'pedestrian'::86,'car'::4])|evacuation_point1;map(['motorbike'::1754,'bicycle'::459,'pedestrian'::144,'car'::55])|evacuation_point2;map(['motorbike'::2765,'bicycle'::725,'pedestrian'::225,'car'::34])|evacuation_point3;map(['motorbike'::1632,'pedestrian'::136,'bicycle'::466,'car'::29])|evacuation_point4;map(['motorbike'::33,'bicycle'::12,'pedestrian'::2])|evacuation_point5;map(['motorbike'::127,'bicycle'::37,'pedestrian'::15,'car'::1])|
16.0,0,11040,0.8,0.8,0.01,0.75,evacuation_point0;map(['motorbike'::1450,'bicycle'::382,'pedestrian'::103,'car'::4])|evacuation_point1;map(['motorbike'::1640,'bicycle'::454,'pedestrian'::143,'car'::55])|evacuation_point2;map(['motorbike'::2783,'pedestrian'::231,'bicycle'::718,'car'::34])|evacuation_point3;map(['motorbike'::1409,'bicycle'::401,'pedestrian'::115,'car'::29])|evacuation_point4;map(['motorbike'::36,'bicycle'::8])|evacuation_point5;map(['motorbike'::104,'bicycle'::34,'car'::1,'pedestrian'::16])|
17.0,0,11520,0.8,0.8,0.01,0.75,evacuation_point0;map(['motorbike'::1222,'bicycle'::339,'pedestrian'::97,'car'::4])|evacuation_point1;map(['motorbike'::1766,'bicycle'::487,'pedestrian'::142,'car'::55])|evacuation_point2;map(['motorbike'::2696,'bicycle'::688,'car'::34,'pedestrian'::219])|evacuation_point3;map(['motorbike'::1559,'bicycle'::424,'pedestrian'::131,'car'::29])|evacuation_point4;map(['motorbike'::33,'bicycle'::10])|evacuation_point5;map(['bicycle'::49,'motorbike'::146,'car'::1,'pedestrian'::19])|
18.0,0,9840,0.8,0.8,0.01,0.75,evacuation_point0;map(['motorbike'::1289,'bicycle'::330,'pedestrian'::90,'car'::4])|evacuation_point1;map(['motorbike'::1647,'bicycle'::470,'pedestrian'::147,'car'::55])|evacuation_point2;map(['motorbike'::2738,'bicycle'::709,'pedestrian'::225,'car'::34])|evacuation_point3;map(['motorbike'::1575,'bicycle'::438,'pedestrian'::129,'car'::29])|evacuation_point4;map(['motorbike'::32,'bicycle'::8,'pedestrian'::1])|evacuation_point5;map(['bicycle'::42,'motorbike'::141,'pedestrian'::16,'car'::1])|
19.0,0,9600,0.8,0.8,0.01,0.75,evacuation_point0;map(['motorbike'::1263,'bicycle'::352,'pedestrian'::113,'car'::4])|evacuation_point1;map(['motorbike'::1592,'bicycle'::434,'pedestrian'::122,'car'::55])|evacuation_point2;map(['motorbike'::2822,'bicycle'::726,'pedestrian'::229,'car'::34])|evacuation_point3;map(['motorbike'::1580,'bicycle'::440,'car'::29,'pedestrian'::125])|evacuation_point4;map(['motorbike'::36,'bicycle'::10,'pedestrian'::1])|evacuation_point5;map(['motorbike'::129,'pedestrian'::18,'bicycle'::35,'car'::1])|
20.0,0,10200,0.8,0.8,0.01,0.75,evacuation_point0;map(['motorbike'::1338,'bicycle'::367,'car'::4,'pedestrian'::120])|evacuation_point1;map(['motorbike'::1588,'bicycle'::436,'car'::55,'pedestrian'::123])|evacuation_point2;map(['motorbike'::2737,'bicycle'::690,'pedestrian'::216,'car'::34])|evacuation_point3;map(['motorbike'::1569,'pedestrian'::131,'bicycle'::454,'car'::29])|evacuation_point4;map(['motorbike'::35,'bicycle'::8,'pedestrian'::1])|evacuation_point5;map(['motorbike'::155,'bicycle'::42,'pedestrian'::17,'car'::1])|
21.0,0,10080,0.8,0.8,0.01,0.75,evacuation_point0;map(['motorbike'::1185,'bicycle'::310,'pedestrian'::111,'car'::4])|evacuation_point1;map(['motorbike'::1721,'bicycle'::472,'pedestrian'::131,'car'::55])|evacuation_point2;map(['motorbike'::2744,'bicycle'::704,'pedestrian'::212,'car'::34])|evacuation_point3;map(['motorbike'::1642,'bicycle'::474,'pedestrian'::141,'car'::28])|evacuation_point4;map(['motorbike'::35,'bicycle'::9,'car'::1])|evacuation_point5;map(['motorbike'::95,'bicycle'::28,'pedestrian'::13,'car'::1])|
22.0,0,10800,0.8,0.8,0.01,0.75,evacuation_point0;map(['motorbike'::1123,'bicycle'::307,'car'::4,'pedestrian'::83])|evacuation_point1;map(['motorbike'::1740,'car'::55,'bicycle'::467,'pedestrian'::139])|evacuation_point2;map(['motorbike'::2816,'bicycle'::722,'car'::34,'pedestrian'::229])|evacuation_point3;map(['motorbike'::1581,'bicycle'::456,'pedestrian'::141,'car'::29])|evacuation_point4;map(['motorbike'::32,'bicycle'::9])|evacuation_point5;map(['motorbike'::130,'pedestrian'::16,'bicycle'::36,'car'::1])|
23.0,0,9840,0.8,0.8,0.01,0.75,evacuation_point0;map(['motorbike'::1196,'bicycle'::314,'pedestrian'::92,'car'::4])|evacuation_point1;map(['bicycle'::460,'motorbike'::1676,'pedestrian'::139,'car'::55])|evacuation_point2;map(['bicycle'::720,'motorbike'::2799,'pedestrian'::230,'car'::34])|evacuation_point3;map(['motorbike'::1604,'bicycle'::457,'pedestrian'::130,'car'::29])|evacuation_point4;map(['motorbike'::34,'bicycle'::9,'pedestrian'::1])|evacuation_point5;map(['motorbike'::113,'bicycle'::37,'pedestrian'::16,'car'::1])|
24.0,0,10440,0.8,0.8,0.01,0.75,evacuation_point0;map(['motorbike'::1367,'bicycle'::350,'pedestrian'::116,'car'::4])|evacuation_point1;map(['motorbike'::1740,'bicycle'::493,'pedestrian'::142,'car'::55])|evacuation_point2;map(['motorbike'::2629,'bicycle'::664,'pedestrian'::203,'car'::34])|evacuation_point3;map(['motorbike'::1513,'pedestrian'::131,'bicycle'::443,'car'::29])|evacuation_point4;map(['motorbike'::36,'bicycle'::9])|evacuation_point5;map(['motorbike'::137,'bicycle'::38,'pedestrian'::16,'car'::1])|
