1.0,0,0,0.0,0.0,0.01,0.75,0.0,123,7427,1997,609
1.0,0,0,0.0,0.0,0.01,0.75,100.0,123,7427,1997,609
1.0,0,0,0.0,0.0,0.01,0.75,500.0,123,7427,1997,609
1.0,0,0,0.0,0.0,0.01,0.75,1000.0,123,7427,1997,609
1.0,0,0,0.0,0.0,0.01,0.75,5000.0,123,7427,1997,609
2.0,0,0,0.0,0.0,0.01,0.75,0.0,123,7427,1997,609
2.0,0,0,0.0,0.0,0.01,0.75,100.0,123,7427,1997,609
2.0,0,0,0.0,0.0,0.01,0.75,500.0,123,7427,1997,609
2.0,0,0,0.0,0.0,0.01,0.75,1000.0,123,7427,1997,609
2.0,0,0,0.0,0.0,0.01,0.75,5000.0,123,7427,1997,609
3.0,0,0,0.0,0.0,0.01,0.75,0.0,123,7427,1997,609
3.0,0,0,0.0,0.0,0.01,0.75,100.0,123,7427,1997,609
3.0,0,0,0.0,0.0,0.01,0.75,500.0,123,7427,1997,609
3.0,0,0,0.0,0.0,0.01,0.75,1000.0,123,7427,1997,609
3.0,0,0,0.0,0.0,0.01,0.75,5000.0,123,7427,1997,609
4.0,0,0,0.0,0.0,0.01,0.75,0.0,123,7427,1997,609
4.0,0,0,0.0,0.0,0.01,0.75,100.0,123,7427,1997,609
4.0,0,0,0.0,0.0,0.01,0.75,500.0,123,7427,1997,609
4.0,0,0,0.0,0.0,0.01,0.75,1000.0,123,7427,1997,609
4.0,0,0,0.0,0.0,0.01,0.75,5000.0,123,7427,1997,609
5.0,0,0,0.0,0.0,0.01,0.75,0.0,123,7427,1997,609
5.0,0,0,0.0,0.0,0.01,0.75,100.0,123,7427,1997,609
5.0,0,0,0.0,0.0,0.01,0.75,500.0,123,7427,1997,609
5.0,0,0,0.0,0.0,0.01,0.75,1000.0,123,7427,1997,609
1.0,0,120,0.0,0.0,0.01,0.75,0.0,123,7231,1959,592
1.0,0,120,0.0,0.0,0.01,0.75,100.0,123,7233,1955,591
1.0,0,120,0.0,0.0,0.01,0.75,500.0,123,7189,1958,590
1.0,0,120,0.0,0.0,0.01,0.75,1000.0,123,7190,1949,591
2.0,0,120,0.0,0.0,0.01,0.75,0.0,122,7214,1953,595
2.0,0,120,0.0,0.0,0.01,0.75,100.0,122,7205,1949,595
1.0,0,120,0.0,0.0,0.01,0.75,5000.0,122,7160,1952,593
2.0,0,120,0.0,0.0,0.01,0.75,500.0,122,7174,1948,596
2.0,0,120,0.0,0.0,0.01,0.75,1000.0,123,7175,1954,597
3.0,0,120,0.0,0.0,0.01,0.75,0.0,123,7226,1952,596
2.0,0,120,0.0,0.0,0.01,0.75,5000.0,122,7161,1951,596
3.0,0,120,0.0,0.0,0.01,0.75,100.0,123,7205,1940,596
3.0,0,120,0.0,0.0,0.01,0.75,500.0,122,7199,1944,596
3.0,0,120,0.0,0.0,0.01,0.75,1000.0,122,7186,1950,596
4.0,0,120,0.0,0.0,0.01,0.75,0.0,123,7237,1953,593
3.0,0,120,0.0,0.0,0.01,0.75,5000.0,122,7170,1943,597
4.0,0,120,0.0,0.0,0.01,0.75,100.0,122,7203,1952,595
4.0,0,120,0.0,0.0,0.01,0.75,500.0,123,7189,1946,594
4.0,0,120,0.0,0.0,0.01,0.75,1000.0,123,7192,1948,594
5.0,0,120,0.0,0.0,0.01,0.75,0.0,122,7218,1949,595
4.0,0,120,0.0,0.0,0.01,0.75,5000.0,121,7187,1950,594
5.0,0,120,0.0,0.0,0.01,0.75,100.0,123,7191,1946,596
5.0,0,120,0.0,0.0,0.01,0.75,500.0,122,7161,1954,595
5.0,0,120,0.0,0.0,0.01,0.75,1000.0,120,7188,1945,596
1.0,0,240,0.0,0.0,0.01,0.75,0.0,121,7042,1914,575
1.0,0,240,0.0,0.0,0.01,0.75,100.0,121,7015,1901,576
1.0,0,240,0.0,0.0,0.01,0.75,500.0,120,6963,1897,572
1.0,0,240,0.0,0.0,0.01,0.75,1000.0,119,6940,1891,579
2.0,0,240,0.0,0.0,0.01,0.75,0.0,121,7026,1916,570
2.0,0,240,0.0,0.0,0.01,0.75,100.0,120,6985,1904,572
1.0,0,240,0.0,0.0,0.01,0.75,5000.0,120,6913,1887,575
2.0,0,240,0.0,0.0,0.01,0.75,500.0,120,6949,1898,569
2.0,0,240,0.0,0.0,0.01,0.75,1000.0,120,6923,1902,576
3.0,0,240,0.0,0.0,0.01,0.75,0.0,119,7037,1912,578
3.0,0,240,0.0,0.0,0.01,0.75,100.0,120,6984,1895,575
2.0,0,240,0.0,0.0,0.01,0.75,5000.0,120,6902,1890,573
3.0,0,240,0.0,0.0,0.01,0.75,500.0,120,6979,1883,580
3.0,0,240,0.0,0.0,0.01,0.75,1000.0,119,6949,1887,578
4.0,0,240,0.0,0.0,0.01,0.75,0.0,121,7038,1911,579
4.0,0,240,0.0,0.0,0.01,0.75,100.0,121,6998,1894,574
4.0,0,240,0.0,0.0,0.01,0.75,500.0,120,6958,1890,572
3.0,0,240,0.0,0.0,0.01,0.75,5000.0,119,6905,1878,578
4.0,0,240,0.0,0.0,0.01,0.75,1000.0,119,6951,1890,573
5.0,0,240,0.0,0.0,0.01,0.75,0.0,121,7032,1903,575
5.0,0,240,0.0,0.0,0.01,0.75,100.0,121,6984,1890,574
4.0,0,240,0.0,0.0,0.01,0.75,5000.0,120,6924,1889,574
5.0,0,240,0.0,0.0,0.01,0.75,1000.0,119,6963,1874,574
5.0,0,240,0.0,0.0,0.01,0.75,500.0,120,6948,1884,578
1.0,0,360,0.0,0.0,0.01,0.75,0.0,120,6865,1857,563
1.0,0,360,0.0,0.0,0.01,0.75,100.0,121,6811,1840,555
1.0,0,360,0.0,0.0,0.01,0.75,500.0,120,6741,1829,556
1.0,0,360,0.0,0.0,0.01,0.75,1000.0,118,6723,1825,553
2.0,0,360,0.0,0.0,0.01,0.75,0.0,121,6847,1862,552
2.0,0,360,0.0,0.0,0.01,0.75,100.0,119,6791,1834,557
2.0,0,360,0.0,0.0,0.01,0.75,1000.0,118,6722,1820,557
2.0,0,360,0.0,0.0,0.01,0.75,500.0,120,6723,1833,552
1.0,0,360,0.0,0.0,0.01,0.75,5000.0,118,6670,1826,555
3.0,0,360,0.0,0.0,0.01,0.75,0.0,119,6858,1852,562
3.0,0,360,0.0,0.0,0.01,0.75,100.0,120,6771,1840,554
3.0,0,360,0.0,0.0,0.01,0.75,500.0,120,6756,1820,554
4.0,0,360,0.0,0.0,0.01,0.75,0.0,120,6859,1858,563
3.0,0,360,0.0,0.0,0.01,0.75,1000.0,118,6726,1830,545
2.0,0,360,0.0,0.0,0.01,0.75,5000.0,118,6665,1818,554
4.0,0,360,0.0,0.0,0.01,0.75,500.0,120,6741,1821,556
4.0,0,360,0.0,0.0,0.01,0.75,100.0,121,6786,1839,558
4.0,0,360,0.0,0.0,0.01,0.75,1000.0,118,6739,1817,553
3.0,0,360,0.0,0.0,0.01,0.75,5000.0,118,6656,1816,560
5.0,0,360,0.0,0.0,0.01,0.75,0.0,121,6859,1840,558
5.0,0,360,0.0,0.0,0.01,0.75,1000.0,118,6740,1809,551
5.0,0,360,0.0,0.0,0.01,0.75,100.0,121,6779,1831,559
5.0,0,360,0.0,0.0,0.01,0.75,500.0,120,6729,1812,555
4.0,0,360,0.0,0.0,0.01,0.75,5000.0,118,6695,1814,555
1.0,0,480,0.0,0.0,0.01,0.75,0.0,120,6686,1807,543
1.0,0,480,0.0,0.0,0.01,0.75,100.0,120,6598,1786,540
1.0,0,480,0.0,0.0,0.01,0.75,500.0,119,6508,1770,538
1.0,0,480,0.0,0.0,0.01,0.75,1000.0,118,6488,1771,534
2.0,0,480,0.0,0.0,0.01,0.75,0.0,120,6680,1800,539
2.0,0,480,0.0,0.0,0.01,0.75,1000.0,118,6494,1758,531
2.0,0,480,0.0,0.0,0.01,0.75,100.0,119,6587,1771,537
2.0,0,480,0.0,0.0,0.01,0.75,500.0,118,6517,1772,535
3.0,0,480,0.0,0.0,0.01,0.75,0.0,119,6682,1796,540
3.0,0,480,0.0,0.0,0.01,0.75,100.0,120,6564,1785,532
3.0,0,480,0.0,0.0,0.01,0.75,500.0,118,6536,1764,537
3.0,0,480,0.0,0.0,0.01,0.75,1000.0,117,6478,1777,532
4.0,0,480,0.0,0.0,0.01,0.75,0.0,120,6689,1801,548
1.0,0,480,0.0,0.0,0.01,0.75,5000.0,117,6426,1768,526
4.0,0,480,0.0,0.0,0.01,0.75,100.0,120,6582,1782,540
4.0,0,480,0.0,0.0,0.01,0.75,1000.0,118,6508,1750,534
4.0,0,480,0.0,0.0,0.01,0.75,500.0,119,6519,1759,541
5.0,0,480,0.0,0.0,0.01,0.75,0.0,120,6678,1785,546
2.0,0,480,0.0,0.0,0.01,0.75,5000.0,117,6430,1755,531
5.0,0,480,0.0,0.0,0.01,0.75,1000.0,117,6498,1751,536
3.0,0,480,0.0,0.0,0.01,0.75,5000.0,117,6425,1745,531
5.0,0,480,0.0,0.0,0.01,0.75,500.0,118,6503,1764,536
5.0,0,480,0.0,0.0,0.01,0.75,100.0,120,6565,1783,538
4.0,0,480,0.0,0.0,0.01,0.75,5000.0,114,6480,1749,532
1.0,0,600,0.0,0.0,0.01,0.75,0.0,120,6494,1762,526
1.0,0,600,0.0,0.0,0.01,0.75,100.0,117,6385,1738,527
1.0,0,600,0.0,0.0,0.01,0.75,500.0,117,6304,1703,514
1.0,0,600,0.0,0.0,0.01,0.75,1000.0,116,6223,1698,515
2.0,0,600,0.0,0.0,0.01,0.75,1000.0,117,6255,1689,511
2.0,0,600,0.0,0.0,0.01,0.75,0.0,120,6446,1753,528
2.0,0,600,0.0,0.0,0.01,0.75,100.0,118,6374,1722,527
