1.0,0,0,1.0,1.0,0.01,0.75,123,7427,1997,609
2.0,0,0,1.0,1.0,0.01,0.75,123,7427,1997,609
4.0,0,0,1.0,1.0,0.01,0.75,123,7427,1997,609
3.0,0,0,1.0,1.0,0.01,0.75,123,7427,1997,609
5.0,0,0,1.0,1.0,0.01,0.75,123,7427,1997,609
6.0,0,0,1.0,1.0,0.01,0.75,123,7427,1997,609
7.0,0,0,1.0,1.0,0.01,0.75,123,7427,1997,609
1.0,0,120,1.0,1.0,0.01,0.75,123,7386,1995,609
8.0,0,0,1.0,1.0,0.01,0.75,123,7427,1997,609
2.0,0,120,1.0,1.0,0.01,0.75,122,7381,1995,609
9.0,0,0,1.0,1.0,0.01,0.75,123,7427,1997,609
4.0,0,120,1.0,1.0,0.01,0.75,122,7380,1994,609
10.0,0,0,1.0,1.0,0.01,0.75,123,7427,1997,609
11.0,0,0,1.0,1.0,0.01,0.75,123,7427,1997,609
12.0,0,0,1.0,1.0,0.01,0.75,123,7427,1997,609
3.0,0,120,1.0,1.0,0.01,0.75,123,7382,1996,609
13.0,0,0,1.0,1.0,0.01,0.75,123,7427,1997,609
14.0,0,0,1.0,1.0,0.01,0.75,123,7427,1997,609
15.0,0,0,1.0,1.0,0.01,0.75,123,7427,1997,609
5.0,0,120,1.0,1.0,0.01,0.75,123,7389,1996,609
16.0,0,0,1.0,1.0,0.01,0.75,123,7427,1997,609
17.0,0,0,1.0,1.0,0.01,0.75,123,7427,1997,609
18.0,0,0,1.0,1.0,0.01,0.75,123,7427,1997,609
6.0,0,120,1.0,1.0,0.01,0.75,122,7375,1996,609
19.0,0,0,1.0,1.0,0.01,0.75,123,7427,1997,609
20.0,0,0,1.0,1.0,0.01,0.75,123,7427,1997,609
21.0,0,0,1.0,1.0,0.01,0.75,123,7427,1997,609
22.0,0,0,1.0,1.0,0.01,0.75,123,7427,1997,609
7.0,0,120,1.0,1.0,0.01,0.75,122,7382,1997,609
23.0,0,0,1.0,1.0,0.01,0.75,123,7427,1997,609
24.0,0,0,1.0,1.0,0.01,0.75,123,7427,1997,609
1.0,0,240,1.0,1.0,0.01,0.75,122,7285,1985,607
8.0,0,120,1.0,1.0,0.01,0.75,123,7383,1995,609
2.0,0,240,1.0,1.0,0.01,0.75,119,7298,1989,609
9.0,0,120,1.0,1.0,0.01,0.75,123,7383,1993,609
10.0,0,120,1.0,1.0,0.01,0.75,122,7387,1995,609
4.0,0,240,1.0,1.0,0.01,0.75,122,7283,1985,607
11.0,0,120,1.0,1.0,0.01,0.75,122,7379,1996,609
12.0,0,120,1.0,1.0,0.01,0.75,123,7377,1996,609
13.0,0,120,1.0,1.0,0.01,0.75,123,7382,1994,608
3.0,0,240,1.0,1.0,0.01,0.75,122,7289,1992,606
14.0,0,120,1.0,1.0,0.01,0.75,121,7382,1996,609
15.0,0,120,1.0,1.0,0.01,0.75,123,7387,1993,609
5.0,0,240,1.0,1.0,0.01,0.75,120,7303,1987,609
16.0,0,120,1.0,1.0,0.01,0.75,122,7388,1995,609
17.0,0,120,1.0,1.0,0.01,0.75,122,7394,1996,609
18.0,0,120,1.0,1.0,0.01,0.75,123,7388,1996,609
6.0,0,240,1.0,1.0,0.01,0.75,120,7276,1990,608
19.0,0,120,1.0,1.0,0.01,0.75,123,7377,1991,609
20.0,0,120,1.0,1.0,0.01,0.75,123,7373,1995,608
21.0,0,120,1.0,1.0,0.01,0.75,123,7389,1996,609
22.0,0,120,1.0,1.0,0.01,0.75,121,7383,1995,609
23.0,0,120,1.0,1.0,0.01,0.75,123,7376,1993,609
7.0,0,240,1.0,1.0,0.01,0.75,122,7285,1983,607
24.0,0,120,1.0,1.0,0.01,0.75,122,7385,1997,608
1.0,0,360,1.0,1.0,0.01,0.75,122,7203,1963,606
8.0,0,240,1.0,1.0,0.01,0.75,122,7280,1987,607
2.0,0,360,1.0,1.0,0.01,0.75,118,7217,1977,609
9.0,0,240,1.0,1.0,0.01,0.75,122,7287,1984,609
10.0,0,240,1.0,1.0,0.01,0.75,122,7290,1988,607
4.0,0,360,1.0,1.0,0.01,0.75,120,7191,1972,605
11.0,0,240,1.0,1.0,0.01,0.75,122,7273,1984,609
12.0,0,240,1.0,1.0,0.01,0.75,122,7297,1988,608
13.0,0,240,1.0,1.0,0.01,0.75,122,7292,1989,605
3.0,0,360,1.0,1.0,0.01,0.75,121,7189,1977,606
14.0,0,240,1.0,1.0,0.01,0.75,120,7296,1988,607
15.0,0,240,1.0,1.0,0.01,0.75,123,7294,1988,609
16.0,0,240,1.0,1.0,0.01,0.75,121,7289,1988,609
5.0,0,360,1.0,1.0,0.01,0.75,120,7201,1969,608
17.0,0,240,1.0,1.0,0.01,0.75,121,7310,1983,609
18.0,0,240,1.0,1.0,0.01,0.75,123,7280,1987,609
6.0,0,360,1.0,1.0,0.01,0.75,120,7204,1973,608
19.0,0,240,1.0,1.0,0.01,0.75,122,7277,1974,606
20.0,0,240,1.0,1.0,0.01,0.75,121,7282,1990,608
21.0,0,240,1.0,1.0,0.01,0.75,123,7294,1987,606
